,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
72,NDXP240426C17530000,2024-04-25 19:57:36+00:00,17530.0,70.6,0.0,0.0,0.0,0.0,22.0,0,0.015634843750000002,False,REGULAR,USD
73,NDXP240426C17540000,2024-04-25 19:41:07+00:00,17540.0,57.35,0.0,0.0,0.0,0.0,20.0,0,0.0312596875,False,REGULAR,USD
74,NDXP240426C17550000,2024-04-25 19:46:16+00:00,17550.0,57.45,0.0,0.0,0.0,0.0,59.0,0,0.0312596875,False,REGULAR,USD
75,NDXP240426C17560000,2024-04-25 19:57:36+00:00,17560.0,60.0,0.0,0.0,0.0,0.0,15.0,0,0.0312596875,False,REGULAR,USD
76,NDXP240426C17570000,2024-04-25 20:04:41+00:00,17570.0,148.96,0.0,0.0,0.0,0.0,17.0,0,0.0312596875,False,REGULAR,USD
77,NDXP240426C17575000,2024-04-25 20:05:06+00:00,17575.0,142.9,0.0,0.0,0.0,0.0,20.0,0,0.0312596875,False,REGULAR,USD
78,NDXP240426C17580000,2024-04-25 20:00:08+00:00,17580.0,50.41,0.0,0.0,0.0,0.0,7.0,0,0.0312596875,False,REGULAR,USD
79,NDXP240426C17590000,2024-04-25 19:37:09+00:00,17590.0,51.0,0.0,0.0,0.0,0.0,22.0,0,0.0312596875,False,REGULAR,USD
80,NDXP240426C17600000,2024-04-25 20:04:41+00:00,17600.0,127.3,0.0,0.0,0.0,0.0,138.0,0,0.0312596875,False,REGULAR,USD
81,NDXP240426C17610000,2024-04-25 19:30:41+00:00,17610.0,48.6,0.0,0.0,0.0,0.0,13.0,0,0.0312596875,False,REGULAR,USD
82,NDXP240426C17620000,2024-04-25 19:20:27+00:00,17620.0,46.5,0.0,0.0,0.0,0.0,15.0,0,0.0312596875,False,REGULAR,USD
83,NDXP240426C17625000,2024-04-25 20:05:06+00:00,17625.0,117.9,0.0,0.0,0.0,0.0,26.0,0,0.0312596875,False,REGULAR,USD
84,NDXP240426C17630000,2024-04-25 16:48:15+00:00,17630.0,21.2,0.0,0.0,0.0,0.0,8.0,0,0.0312596875,False,REGULAR,USD
85,NDXP240426C17640000,2024-04-25 20:05:37+00:00,17640.0,105.6,0.0,0.0,0.0,0.0,30.0,0,0.0312596875,False,REGULAR,USD
86,NDXP240426C17650000,2024-04-25 19:48:17+00:00,17650.0,31.75,0.0,0.0,0.0,0.0,296.0,0,0.062509375,False,REGULAR,USD
87,NDXP240426C17670000,2024-04-25 19:01:29+00:00,17670.0,23.63,0.0,0.0,0.0,0.0,18.0,0,0.062509375,False,REGULAR,USD
88,NDXP240426C17675000,2024-04-25 19:48:17+00:00,17675.0,26.75,0.0,0.0,0.0,0.0,19.0,0,0.062509375,False,REGULAR,USD
89,NDXP240426C17690000,2024-04-25 19:08:16+00:00,17690.0,23.1,0.0,0.0,0.0,0.0,8.0,0,0.062509375,False,REGULAR,USD
90,NDXP240426C17700000,2024-04-25 20:01:00+00:00,17700.0,34.13,0.0,0.0,0.0,0.0,60.0,0,0.062509375,False,REGULAR,USD
