Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-04-03 00:00:00-04:00,403.01392404779074,405.497941770173,402.60977293546614,405.0839538574219,67391100,0.0,0.0,0.0
2023-04-04 00:00:00-04:00,405.7443592340192,406.04009495778223,401.4268763719132,402.83648681640625,66601500,0.0,0.0,0.0
2023-04-05 00:00:00-04:00,402.08731079373695,402.8660423974728,400.08628914005334,401.78173828125,65200200,0.0,0.0,0.0
2023-04-06 00:00:00-04:00,400.96356053705904,403.63489836590117,399.88912332581657,403.3490295410156,63743300,0.0,0.0,0.0
2023-04-10 00:00:00-04:00,400.8058240404825,403.8418753727837,400.17497537423503,403.76300048828125,63681000,0.0,0.0,0.0
2023-04-11 00:00:00-04:00,404.40379072077604,405.3106414188932,403.0829220382435,403.8714904785156,59297900,0.0,0.0,0.0
2023-04-12 00:00:00-04:00,405.9907902182465,406.28652594170995,401.62403311424885,402.2253112792969,86420400,0.0,0.0,0.0
2023-04-13 00:00:00-04:00,403.3391612233821,407.9326457583466,402.1661454475328,407.56793212890625,85814800,0.0,0.0,0.0
2023-04-14 00:00:00-04:00,406.9173671410788,409.1648202208087,404.2066218435908,406.5723571777344,78161500,0.0,0.0,0.0
2023-04-17 00:00:00-04:00,406.4836536159061,408.050953682144,405.2219260736667,408.03125,66436400,0.0,0.0,0.0
2023-04-18 00:00:00-04:00,409.6478330624967,409.7858490863253,406.88781340550673,408.2973937988281,63560000,0.0,0.0,0.0
2023-04-19 00:00:00-04:00,406.3358176394703,409.15497848276436,406.27667650862907,408.2284240722656,55227300,0.0,0.0,0.0
2023-04-20 00:00:00-04:00,405.34019152023745,407.7946685744418,404.41360710461845,406.0006408691406,75840400,0.0,0.0,0.0
2023-04-21 00:00:00-04:00,406.30620367523477,406.789199552834,404.31504895835786,406.3160705566406,73457400,0.0,0.0,0.0
2023-04-24 00:00:00-04:00,406.10905042232065,407.1736508378472,404.73890758180096,406.73992919921875,64332100,0.0,0.0,0.0
2023-04-25 00:00:00-04:00,404.7192125637377,405.2909502702802,400.22430613487353,400.283447265625,97766700,0.0,0.0,0.0
2023-04-26 00:00:00-04:00,400.9142794998122,402.01828725478583,398.0162441020289,398.58795166015625,80447000,0.0,0.0,0.0
2023-04-27 00:00:00-04:00,401.19029253763415,406.7990732354416,400.9339942724407,406.5230712890625,92968400,0.0,0.0,0.0
2023-04-28 00:00:00-04:00,405.61620443969724,410.00269525104903,405.5570633121607,409.9928283691406,89335600,0.0,0.0,0.0
2023-05-01 00:00:00-04:00,409.539389459927,411.65869334497705,409.3422323200338,409.5788269042969,62122300,0.0,0.0,0.0
2023-05-02 00:00:00-04:00,408.8493887012627,408.8986930295232,401.99861395747035,404.9754943847656,103998500,0.0,0.0,0.0
2023-05-03 00:00:00-04:00,405.4880288013529,407.9622094421014,401.94927785256715,402.1957092285156,91531800,0.0,0.0,0.0
2023-05-04 00:00:00-04:00,401.12127876708803,401.45642183416464,397.97681195068776,399.34698486328125,94901900,0.0,0.0,0.0
2023-05-05 00:00:00-04:00,403.0730290338769,407.8143664142898,402.80689397097314,406.73992919921875,87844000,0.0,0.0,0.0
2023-05-08 00:00:00-04:00,407.0750858626827,407.3412209344739,405.40920725912787,406.8483581542969,50046800,0.0,0.0,0.0
2023-05-09 00:00:00-04:00,405.26136613491735,406.2076542772136,404.82764446929036,405.064208984375,49220100,0.0,0.0,0.0
2023-05-10 00:00:00-04:00,407.9720831920984,408.62266564539044,403.03358870871904,406.956787109375,96142900,0.0,0.0,0.0
2023-05-11 00:00:00-04:00,406.0696469355376,406.5427759407707,404.11789954308296,406.2470703125,70157100,0.0,0.0,0.0
2023-05-12 00:00:00-04:00,407.5186773492529,407.7355381773798,403.2307651142645,405.71478271484375,70439400,0.0,0.0,0.0
2023-05-15 00:00:00-04:00,406.33580083754913,407.52852036947337,404.3742165545227,407.1145324707031,54289400,0.0,0.0,0.0
2023-05-16 00:00:00-04:00,405.9808940122416,406.92721216062324,404.38402349953606,404.3938903808594,57705500,0.0,0.0,0.0
2023-05-17 00:00:00-04:00,406.46393156549703,409.92380774776217,404.7783493186522,409.3028259277344,87287000,0.0,0.0,0.0
2023-05-18 00:00:00-04:00,408.97751911968146,413.6794491817238,408.7508214987149,413.2457275390625,97177200,0.0,0.0,0.0
