Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,169.6834890153954,171.82187199062443,169.53899493999862,171.63885498046875,6344900,0.0,0.0
2023-01-04 00:00:00-05:00,172.3131210639304,173.5653295943419,171.91819115780513,173.50753784179688,9788800,0.0,0.0
2023-01-05 00:00:00-05:00,172.43833805192878,173.37267720070804,171.850764099581,172.22642517089844,6255300,0.0,0.0
2023-01-06 00:00:00-05:00,173.5075396626423,174.2781159683969,172.7947404122383,173.6231231689453,5706000,0.0,0.0
2023-01-09 00:00:00-05:00,172.70805256338733,173.15113246885397,168.73951404434192,169.12481689453125,7925300,0.0,0.0
2023-01-10 00:00:00-05:00,169.24040109776408,169.6642268858176,167.91114667808827,168.7202606201172,5047500,0.0,0.0
2023-01-11 00:00:00-05:00,169.11519610407646,169.25967549212777,165.78239614094542,168.4505615234375,6494800,0.0,0.0
2023-01-12 00:00:00-05:00,167.85332582346243,168.28679333174006,166.44701095410736,167.60289001464844,4269400,0.0,0.0
2023-01-13 00:00:00-05:00,166.82269649803766,167.61254167116337,166.0424783851177,167.05386352539062,6088000,0.0,0.0
2023-01-17 00:00:00-05:00,167.6028982492142,168.16157634044762,165.76311578119038,166.023193359375,6053300,0.0,0.0
2023-01-18 00:00:00-05:00,165.33926644398375,165.67640454164712,163.47060306449018,163.5187530517578,7047800,0.0,0.0
2023-01-19 00:00:00-05:00,162.81562367307765,164.982902593447,162.50739609170378,163.2972412109375,6939500,0.0,0.0
2023-01-20 00:00:00-05:00,163.84630102011795,163.85592808018163,161.32261499228298,162.5363006591797,8620600,0.0,0.0
2023-01-23 00:00:00-05:00,162.8830494758681,163.3935628660185,161.7753203725265,162.12208557128906,8425400,0.0,0.0
2023-01-24 00:00:00-05:00,162.80598890972084,164.7035630949215,159.90664206240604,162.12208557128906,10541800,0.0,0.0
2023-01-25 00:00:00-05:00,161.0239878043686,163.2779541015625,160.9373001847379,163.2779541015625,7099800,0.0,0.0
2023-01-26 00:00:00-05:00,163.31649423119032,163.66325941282088,162.4495739282142,162.68075561523438,6946100,0.0,0.0
2023-01-27 00:00:00-05:00,162.3436292010026,162.66149853190643,161.6019487933609,162.04502868652344,6058100,0.0,0.0
2023-01-30 00:00:00-05:00,161.7560595994022,162.34363358491532,155.15790813354585,156.04408264160156,23259100,0.0,0.0
2023-01-31 00:00:00-05:00,155.7550998238383,157.42149229336883,155.12900293984012,157.411865234375,11612500,0.0,0.0
2023-02-01 00:00:00-05:00,156.9976984911012,159.87776211148946,156.42937859638437,158.8567352294922,9865300,0.0,0.0
2023-02-02 00:00:00-05:00,157.00730797766283,160.1089259123094,156.8339327293186,159.45391845703125,10099000,0.0,0.0
2023-02-03 00:00:00-05:00,159.92591272237343,160.22451323351186,157.8645903220174,158.55812072753906,6868500,0.0,0.0
2023-02-06 00:00:00-05:00,158.50033227477815,158.78930573272518,157.10364437546824,157.3540802001953,7021000,0.0,0.0
2023-02-07 00:00:00-05:00,155.65879722983337,157.85497207059112,155.4854072698782,157.39260864257812,7310800,0.0,0.0
2023-02-08 00:00:00-05:00,157.2963091113914,158.50998015684203,156.91100621757985,157.59490966796875,6054700,0.0,0.0
2023-02-09 00:00:00-05:00,157.6141656230214,158.74114893705874,155.1482860950968,155.4661407470703,7949500,0.0,0.0
2023-02-10 00:00:00-05:00,155.82253354278086,156.8050226822907,155.41797659748858,156.1885528564453,7028000,0.0,0.0
2023-02-13 00:00:00-05:00,155.39870282779154,156.8339282552756,155.22531288659368,156.76649475097656,6414700,0.0,0.0
2023-02-14 00:00:00-05:00,156.75687209592948,156.97841203465072,155.81289119602164,156.0825958251953,6316000,0.0,0.0
2023-02-15 00:00:00-05:00,155.99590551325605,156.02480138746964,153.4336968824529,153.51075744628906,12621800,0.0,0.0
2023-02-16 00:00:00-05:00,153.22180434911272,153.78046773635745,152.114075238182,152.4223175048828,11177000,0.0,0.0
2023-02-17 00:00:00-05:00,152.33500176611946,156.302964970826,151.94692767544942,155.6044464111328,12401900,1.13,0.0
2023-02-21 00:00:00-05:00,154.88652976175558,155.5656557603963,153.17904807064872,153.2857666015625,9423900,0.0,0.0
2023-02-22 00:00:00-05:00,153.77084524872174,154.11040824165428,152.6745562520955,153.07232666015625,9820200,0.0,0.0
2023-02-23 00:00:00-05:00,153.00442636659233,153.8581598134277,151.99544847008622,153.02381896972656,9385100,0.0,0.0
2023-02-24 00:00:00-05:00,151.97603371505267,152.17007816512324,150.5790113777311,151.3163299560547,8689700,0.0,0.0
2023-02-27 00:00:00-05:00,151.7820067187206,152.218577131976,150.45288807290586,150.98648071289062,7267100,0.0,0.0
2023-02-28 00:00:00-05:00,150.3558611491553,150.63721671577306,148.4737425161034,148.6871795654297,9062300,0.0,0.0
2023-03-01 00:00:00-05:00,148.4446510784659,148.6677992507127,147.37748054714714,148.01779174804688,6767000,0.0,0.0
2023-03-02 00:00:00-05:00,147.22224076397842,148.20210010141298,146.71775184010005,147.90135192871094,8762500,0.0,0.0
2023-03-03 00:00:00-05:00,148.79389991575619,149.5215221918836,148.27971469157387,149.4245147705078,5747200,0.0,0.0
2023-03-06 00:00:00-05:00,150.04540783621144,151.08347451174095,149.95809672213656,150.91854858398438,8148200,0.0,0.0
2023-03-07 00:00:00-05:00,151.432757881049,151.58798753312638,148.77452040591731,149.492431640625,7457700,0.0,0.0
2023-03-08 00:00:00-05:00,149.38570434771506,149.59914140593037,147.9304597527089,148.39614868164062,6230500,0.0,0.0
2023-03-09 00:00:00-05:00,148.88122589091577,149.0170481236992,146.213277544195,146.7274627685547,7439400,0.0,0.0
2023-03-10 00:00:00-05:00,147.32895126833904,148.91032166858827,146.59163273013402,147.08641052246094,8504300,0.0,0.0
2023-03-13 00:00:00-04:00,147.55208949426915,151.25811931966055,147.04761538467096,148.49314880371094,10799600,0.0,0.0
2023-03-14 00:00:00-04:00,148.70658041569308,149.4342026508182,147.36775076593892,149.32748413085938,8421200,0.0,0.0
2023-03-15 00:00:00-04:00,148.27971898336412,150.26855622304632,147.97897080242208,149.7446746826172,7757700,0.0,0.0
2023-03-16 00:00:00-04:00,148.87152299251338,149.76407125764894,148.04689324926994,149.43421936035156,7605500,0.0,0.0
2023-03-17 00:00:00-04:00,149.87079930964242,150.32677717455329,147.755850747728,147.83346557617188,20540700,0.0,0.0
2023-03-20 00:00:00-04:00,147.92075591677133,149.47302266044957,147.83344479836154,149.2983856201172,7129000,0.0,0.0
2023-03-21 00:00:00-04:00,149.40510414378898,149.53123007272276,147.62970405189256,149.2983856201172,8376800,0.0,0.0
2023-03-22 00:00:00-04:00,149.259611730474,149.46333770907805,146.52374444681087,146.54315185546875,7943500,0.0,0.0
2023-03-23 00:00:00-04:00,146.66923910632178,147.16403172363215,145.63117236674378,146.62074279785156,9051500,0.0,0.0
2023-03-24 00:00:00-04:00,146.96029370579103,148.20210121737077,146.32969364882953,148.0953826904297,5696200,0.0,0.0
