Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,129.76363398525592,131.2028933986824,128.46829465681057,129.6484832763672,11054800,0.0,0.0
2023-01-04 00:00:00-05:00,130.4832760129667,132.1048294735179,130.080285096063,130.85748291015625,11687600,0.0,0.0
2023-01-05 00:00:00-05:00,131.1281329622565,131.1764656074166,129.2336024149698,130.8284912109375,8381300,1.0,0.0
2023-01-06 00:00:00-05:00,131.5824375462919,133.75727390756305,129.99722407737195,133.33197021484375,10029100,0.0,0.0
2023-01-09 00:00:00-05:00,133.96992703421674,134.24057215961489,132.30738426445478,132.781005859375,8482300,0.0,0.0
2023-01-10 00:00:00-05:00,133.18695628271692,134.08589620694625,132.7229953777557,133.96990966796875,9048700,0.0,0.0
2023-01-11 00:00:00-05:00,134.2598757696383,135.08148641669484,133.48661251246887,134.9654998779297,8703700,0.0,0.0
2023-01-12 00:00:00-05:00,135.3231271885488,136.15439841695476,134.56918523127948,134.83016967773438,11001700,0.0,0.0
2023-01-13 00:00:00-05:00,131.07012559165338,138.69655010766581,130.2968475994123,138.23257446289062,20200000,0.0,0.0
2023-01-17 00:00:00-05:00,136.45405530145152,136.8116903148171,134.57886082770935,136.09642028808594,14292900,0.0,0.0
2023-01-18 00:00:00-05:00,134.27922302512508,136.02875562697383,131.85307764204367,132.0077362060547,13392600,0.0,0.0
2023-01-19 00:00:00-05:00,130.7994854656257,131.3600969134773,129.12726750365476,130.24851989746094,13303400,0.0,0.0
2023-01-20 00:00:00-05:00,130.64481889634015,130.96379661375263,129.08860231996147,130.56748962402344,13092500,0.0,0.0
2023-01-23 00:00:00-05:00,130.60615581138535,133.35129354455648,130.31618945669442,132.68434143066406,10487100,0.0,0.0
2023-01-24 00:00:00-05:00,131.86273624435947,135.603449865926,130.49017469522926,133.82492065429688,6945000,0.0,0.0
2023-01-25 00:00:00-05:00,133.43828641056353,134.4725341796875,132.66500836644963,134.4725341796875,8967000,0.0,0.0
2023-01-26 00:00:00-05:00,134.7625274938405,135.3811470353429,133.7379402609509,135.30381774902344,7487600,0.0,0.0
2023-01-27 00:00:00-05:00,135.91275199568005,136.54103205305944,135.08148075491854,135.6324462890625,7489900,0.0,0.0
2023-01-30 00:00:00-05:00,134.57885878837143,135.41013009663826,134.26955642316034,134.48220825195312,6729300,0.0,0.0
2023-01-31 00:00:00-05:00,135.20715558360723,135.3908107792015,133.63160285198484,135.28448486328125,9188700,0.0,0.0
2023-02-01 00:00:00-05:00,133.59292949385508,136.17373305224783,133.50592484654504,134.92681884765625,8841800,0.0,0.0
2023-02-02 00:00:00-05:00,135.32315597526437,135.7677956916238,133.3899680327606,134.29856872558594,11822100,0.0,0.0
2023-02-03 00:00:00-05:00,133.56393256923366,137.5753059398866,133.51561467544838,136.37672424316406,11501200,0.0,0.0
2023-02-06 00:00:00-05:00,135.54546992435604,137.4883332669717,135.35215407782636,137.17901611328125,8406200,0.0,0.0
2023-02-07 00:00:00-05:00,136.657053955504,139.51816371653229,136.46372337109298,138.85121154785156,10447900,0.0,0.0
