,Date,Ticker,Price,K
2122,2021-12-31,SPY US 1/7/22 P461 Equity,0.3,461
2118,2021-12-31,SPY US 1/7/22 P465 Equity,0.49,465
2120,2021-12-31,SPY US 1/7/22 P463 Equity,0.4,463
2121,2021-12-31,SPY US 1/7/22 P462 Equity,0.34,462
2123,2021-12-31,SPY US 1/7/22 P460 Equity,0.26,460
2124,2021-12-31,SPY US 1/7/22 P459 Equity,0.25,459
2126,2021-12-31,SPY US 1/7/22 P457 Equity,0.19,457
2115,2021-12-31,SPY US 1/7/22 P468 Equity,0.86,468
2119,2021-12-31,SPY US 1/7/22 P464 Equity,0.47,464
2106,2021-12-31,SPY US 1/7/22 P477 Equity,3.65,477
2117,2021-12-31,SPY US 1/7/22 P466 Equity,0.6,466
2105,2021-12-31,SPY US 1/7/22 P478 Equity,4.19,478
2129,2021-12-31,SPY US 1/7/22 P454 Equity,0.16,454
2125,2021-12-31,SPY US 1/7/22 P458 Equity,0.21,458
2137,2021-12-31,SPY US 1/7/22 P446 Equity,0.1,446
2127,2021-12-31,SPY US 1/7/22 P456 Equity,0.17,456
2132,2021-12-31,SPY US 1/7/22 P451 Equity,0.13,451
2133,2021-12-31,SPY US 1/7/22 P450 Equity,0.12,450
2134,2021-12-31,SPY US 1/7/22 P449 Equity,0.11,449
2135,2021-12-31,SPY US 1/7/22 P448 Equity,0.11,448
2136,2021-12-31,SPY US 1/7/22 P447 Equity,0.1,447
2138,2021-12-31,SPY US 1/7/22 P445 Equity,0.09,445
2143,2021-12-31,SPY US 1/7/22 P440 Equity,0.06,440
2140,2021-12-31,SPY US 1/7/22 P443 Equity,0.08,443
2131,2021-12-31,SPY US 1/7/22 P452 Equity,0.14,452
2142,2021-12-31,SPY US 1/7/22 P441 Equity,0.09,441
2141,2021-12-31,SPY US 1/7/22 P442 Equity,0.08,442
2149,2021-12-31,SPY US 1/7/22 P434 Equity,0.07,434
2148,2021-12-31,SPY US 1/7/22 P435 Equity,0.06,435
2147,2021-12-31,SPY US 1/7/22 P436 Equity,0.07,436
2139,2021-12-31,SPY US 1/7/22 P444 Equity,0.1,444
2145,2021-12-31,SPY US 1/7/22 P438 Equity,0.08,438
2144,2021-12-31,SPY US 1/7/22 P439 Equity,0.07,439
2130,2021-12-31,SPY US 1/7/22 P453 Equity,0.13,453
2146,2021-12-31,SPY US 1/7/22 P437 Equity,0.07,437
5,2022-01-07,SPY US 1/14/22 P460 Equity,1.69,460
2153,2022-01-07,SPY US 1/14/22 P467 Equity,3.9,467
16,2022-01-07,SPY US 1/14/22 P449 Equity,0.38,449
1,2022-01-07,SPY US 1/14/22 P464 Equity,2.75,464
2,2022-01-07,SPY US 1/14/22 P463 Equity,2.49,463
3,2022-01-07,SPY US 1/14/22 P462 Equity,2.18,462
4,2022-01-07,SPY US 1/14/22 P461 Equity,1.95,461
8,2022-01-07,SPY US 1/14/22 P457 Equity,1.15,457
11,2022-01-07,SPY US 1/14/22 P454 Equity,0.76,454
17,2022-01-07,SPY US 1/14/22 P448 Equity,0.34,448
9,2022-01-07,SPY US 1/14/22 P456 Equity,1.0,456
10,2022-01-07,SPY US 1/14/22 P455 Equity,0.86,455
12,2022-01-07,SPY US 1/14/22 P453 Equity,0.69,453
13,2022-01-07,SPY US 1/14/22 P452 Equity,0.6,452
14,2022-01-07,SPY US 1/14/22 P451 Equity,0.52,451
15,2022-01-07,SPY US 1/14/22 P450 Equity,0.46,450
18,2022-01-07,SPY US 1/14/22 P447 Equity,0.3,447
7,2022-01-07,SPY US 1/14/22 P458 Equity,1.3,458
19,2022-01-07,SPY US 1/14/22 P446 Equity,0.27,446
6,2022-01-07,SPY US 1/14/22 P459 Equity,1.53,459
33,2022-01-07,SPY US 1/14/22 P432 Equity,0.1,432
34,2022-01-07,SPY US 1/14/22 P431 Equity,0.09,431
2151,2022-01-07,SPY US 1/14/22 P469 Equity,4.91,469
2152,2022-01-07,SPY US 1/14/22 P468 Equity,4.37,468
0,2022-01-07,SPY US 1/14/22 P465 Equity,3.1,465
2154,2022-01-07,SPY US 1/14/22 P466 Equity,3.51,466
20,2022-01-07,SPY US 1/14/22 P445 Equity,0.24,445
21,2022-01-07,SPY US 1/14/22 P444 Equity,0.21,444
22,2022-01-07,SPY US 1/14/22 P443 Equity,0.18,443
23,2022-01-07,SPY US 1/14/22 P442 Equity,0.18,442
2150,2022-01-07,SPY US 1/14/22 P470 Equity,5.5,470
25,2022-01-07,SPY US 1/14/22 P440 Equity,0.14,440
26,2022-01-07,SPY US 1/14/22 P439 Equity,0.14,439
27,2022-01-07,SPY US 1/14/22 P438 Equity,0.18,438
28,2022-01-07,SPY US 1/14/22 P437 Equity,0.22,437
29,2022-01-07,SPY US 1/14/22 P436 Equity,0.13,436
30,2022-01-07,SPY US 1/14/22 P435 Equity,0.1,435
31,2022-01-07,SPY US 1/14/22 P434 Equity,0.09,434
32,2022-01-07,SPY US 1/14/22 P433 Equity,0.09,433
24,2022-01-07,SPY US 1/14/22 P441 Equity,0.17,441
36,2022-01-14,SPY US 1/21/22 P462 Equity,2.79,462
37,2022-01-14,SPY US 1/21/22 P461 Equity,2.48,461
38,2022-01-14,SPY US 1/21/22 P460 Equity,2.23,460
39,2022-01-14,SPY US 1/21/22 P459 Equity,2.01,459
40,2022-01-14,SPY US 1/21/22 P458 Equity,1.81,458
41,2022-01-14,SPY US 1/21/22 P457 Equity,1.55,457
42,2022-01-14,SPY US 1/21/22 P456 Equity,1.41,456
47,2022-01-14,SPY US 1/21/22 P451 Equity,0.83,451
44,2022-01-14,SPY US 1/21/22 P454 Equity,1.15,454
45,2022-01-14,SPY US 1/21/22 P453 Equity,1.02,453
46,2022-01-14,SPY US 1/21/22 P452 Equity,0.89,452
48,2022-01-14,SPY US 1/21/22 P450 Equity,0.74,450
49,2022-01-14,SPY US 1/21/22 P449 Equity,0.66,449
43,2022-01-14,SPY US 1/21/22 P455 Equity,1.28,455
51,2022-01-14,SPY US 1/21/22 P447 Equity,0.52,447
35,2022-01-14,SPY US 1/21/22 P463 Equity,3.1,463
52,2022-01-14,SPY US 1/21/22 P446 Equity,0.49,446
50,2022-01-14,SPY US 1/21/22 P448 Equity,0.58,448
62,2022-01-14,SPY US 1/21/22 P436 Equity,0.16,436
55,2022-01-14,SPY US 1/21/22 P443 Equity,0.34,443
56,2022-01-14,SPY US 1/21/22 P442 Equity,0.32,442
57,2022-01-14,SPY US 1/21/22 P441 Equity,0.3,441
58,2022-01-14,SPY US 1/21/22 P440 Equity,0.26,440
59,2022-01-14,SPY US 1/21/22 P439 Equity,0.22,439
60,2022-01-14,SPY US 1/21/22 P438 Equity,0.22,438
61,2022-01-14,SPY US 1/21/22 P437 Equity,0.19,437
53,2022-01-14,SPY US 1/21/22 P445 Equity,0.43,445
63,2022-01-14,SPY US 1/21/22 P435 Equity,0.15,435
64,2022-01-14,SPY US 1/21/22 P434 Equity,0.14,434
66,2022-01-14,SPY US 1/21/22 P432 Equity,0.13,432
67,2022-01-14,SPY US 1/21/22 P431 Equity,0.12,431
68,2022-01-14,SPY US 1/21/22 P430 Equity,0.11,430
69,2022-01-14,SPY US 1/21/22 P429 Equity,0.1,429
54,2022-01-14,SPY US 1/21/22 P444 Equity,0.38,444
65,2022-01-14,SPY US 1/21/22 P433 Equity,0.14,433
72,2022-01-21,SPY US 1/28/22 P434 Equity,5.41,434
73,2022-01-21,SPY US 1/28/22 P433 Equity,5.03,433
74,2022-01-21,SPY US 1/28/22 P432 Equity,4.79,432
75,2022-01-21,SPY US 1/28/22 P431 Equity,4.46,431
76,2022-01-21,SPY US 1/28/22 P430 Equity,4.09,430
77,2022-01-21,SPY US 1/28/22 P429 Equity,3.79,429
78,2022-01-21,SPY US 1/28/22 P428 Equity,3.46,428
82,2022-01-21,SPY US 1/28/22 P424 Equity,2.6,424
80,2022-01-21,SPY US 1/28/22 P426 Equity,3.04,426
81,2022-01-21,SPY US 1/28/22 P425 Equity,2.75,425
83,2022-01-21,SPY US 1/28/22 P423 Equity,2.36,423
84,2022-01-21,SPY US 1/28/22 P422 Equity,2.18,422
85,2022-01-21,SPY US 1/28/22 P421 Equity,2.01,421
86,2022-01-21,SPY US 1/28/22 P420 Equity,1.85,420
71,2022-01-21,SPY US 1/28/22 P435 Equity,5.79,435
87,2022-01-21,SPY US 1/28/22 P419 Equity,1.74,419
79,2022-01-21,SPY US 1/28/22 P427 Equity,3.25,427
70,2022-01-21,SPY US 1/28/22 P436 Equity,6.16,436
89,2022-01-21,SPY US 1/28/22 P417 Equity,1.48,417
88,2022-01-21,SPY US 1/28/22 P418 Equity,1.61,418
91,2022-01-21,SPY US 1/28/22 P415 Equity,1.25,415
92,2022-01-21,SPY US 1/28/22 P414 Equity,1.16,414
93,2022-01-21,SPY US 1/28/22 P413 Equity,1.07,413
94,2022-01-21,SPY US 1/28/22 P412 Equity,0.98,412
96,2022-01-21,SPY US 1/28/22 P410 Equity,0.85,410
97,2022-01-21,SPY US 1/28/22 P409 Equity,0.8,409
95,2022-01-21,SPY US 1/28/22 P411 Equity,0.91,411
99,2022-01-21,SPY US 1/28/22 P407 Equity,0.7,407
100,2022-01-21,SPY US 1/28/22 P406 Equity,0.67,406
102,2022-01-21,SPY US 1/28/22 P404 Equity,0.59,404
103,2022-01-21,SPY US 1/28/22 P403 Equity,0.55,403
104,2022-01-21,SPY US 1/28/22 P402 Equity,0.53,402
90,2022-01-21,SPY US 1/28/22 P416 Equity,1.35,416
98,2022-01-21,SPY US 1/28/22 P408 Equity,0.76,408
101,2022-01-21,SPY US 1/28/22 P405 Equity,0.62,405
123,2022-01-28,SPY US 2/4/22 P422 Equity,1.63,422
105,2022-01-28,SPY US 2/4/22 P440 Equity,6.05,440
106,2022-01-28,SPY US 2/4/22 P439 Equity,5.44,439
107,2022-01-28,SPY US 2/4/22 P438 Equity,5.32,438
108,2022-01-28,SPY US 2/4/22 P437 Equity,4.7,437
109,2022-01-28,SPY US 2/4/22 P436 Equity,4.38,436
111,2022-01-28,SPY US 2/4/22 P434 Equity,3.78,434
121,2022-01-28,SPY US 2/4/22 P424 Equity,1.91,424
110,2022-01-28,SPY US 2/4/22 P435 Equity,4.34,435
114,2022-01-28,SPY US 2/4/22 P431 Equity,3.26,431
115,2022-01-28,SPY US 2/4/22 P430 Equity,3.05,430
116,2022-01-28,SPY US 2/4/22 P429 Equity,2.69,429
118,2022-01-28,SPY US 2/4/22 P427 Equity,2.28,427
119,2022-01-28,SPY US 2/4/22 P426 Equity,2.22,426
120,2022-01-28,SPY US 2/4/22 P425 Equity,2.08,425
112,2022-01-28,SPY US 2/4/22 P433 Equity,3.76,433
117,2022-01-28,SPY US 2/4/22 P428 Equity,2.46,428
113,2022-01-28,SPY US 2/4/22 P432 Equity,3.51,432
132,2022-01-28,SPY US 2/4/22 P413 Equity,0.74,413
125,2022-01-28,SPY US 2/4/22 P420 Equity,1.38,420
126,2022-01-28,SPY US 2/4/22 P419 Equity,1.24,419
127,2022-01-28,SPY US 2/4/22 P418 Equity,1.14,418
128,2022-01-28,SPY US 2/4/22 P417 Equity,1.05,417
129,2022-01-28,SPY US 2/4/22 P416 Equity,0.96,416
130,2022-01-28,SPY US 2/4/22 P415 Equity,0.92,415
131,2022-01-28,SPY US 2/4/22 P414 Equity,0.81,414
122,2022-01-28,SPY US 2/4/22 P423 Equity,1.69,423
133,2022-01-28,SPY US 2/4/22 P412 Equity,0.68,412
134,2022-01-28,SPY US 2/4/22 P411 Equity,0.62,411
136,2022-01-28,SPY US 2/4/22 P409 Equity,0.52,409
137,2022-01-28,SPY US 2/4/22 P408 Equity,0.48,408
138,2022-01-28,SPY US 2/4/22 P407 Equity,0.45,407
139,2022-01-28,SPY US 2/4/22 P406 Equity,0.41,406
124,2022-01-28,SPY US 2/4/22 P421 Equity,1.44,421
135,2022-01-28,SPY US 2/4/22 P410 Equity,0.57,410
141,2022-02-04,SPY US 2/11/22 P446 Equity,4.18,446
142,2022-02-04,SPY US 2/11/22 P445 Equity,3.85,445
144,2022-02-04,SPY US 2/11/22 P443 Equity,3.21,443
145,2022-02-04,SPY US 2/11/22 P442 Equity,2.96,442
146,2022-02-04,SPY US 2/11/22 P441 Equity,2.69,441
147,2022-02-04,SPY US 2/11/22 P440 Equity,2.44,440
157,2022-02-04,SPY US 2/11/22 P430 Equity,0.88,430
152,2022-02-04,SPY US 2/11/22 P435 Equity,1.47,435
150,2022-02-04,SPY US 2/11/22 P437 Equity,1.83,437
151,2022-02-04,SPY US 2/11/22 P436 Equity,1.64,436
156,2022-02-04,SPY US 2/11/22 P431 Equity,0.97,431
153,2022-02-04,SPY US 2/11/22 P434 Equity,1.34,434
154,2022-02-04,SPY US 2/11/22 P433 Equity,1.19,433
155,2022-02-04,SPY US 2/11/22 P432 Equity,1.08,432
148,2022-02-04,SPY US 2/11/22 P439 Equity,2.23,439
149,2022-02-04,SPY US 2/11/22 P438 Equity,2.01,438
140,2022-02-04,SPY US 2/11/22 P447 Equity,4.56,447
143,2022-02-04,SPY US 2/11/22 P444 Equity,3.58,444
167,2022-02-04,SPY US 2/11/22 P420 Equity,0.32,420
158,2022-02-04,SPY US 2/11/22 P429 Equity,0.79,429
160,2022-02-04,SPY US 2/11/22 P427 Equity,0.64,427
161,2022-02-04,SPY US 2/11/22 P426 Equity,0.57,426
162,2022-02-04,SPY US 2/11/22 P425 Equity,0.52,425
163,2022-02-04,SPY US 2/11/22 P424 Equity,0.49,424
164,2022-02-04,SPY US 2/11/22 P423 Equity,0.43,423
166,2022-02-04,SPY US 2/11/22 P421 Equity,0.36,421
159,2022-02-04,SPY US 2/11/22 P428 Equity,0.71,428
165,2022-02-04,SPY US 2/11/22 P422 Equity,0.39,422
169,2022-02-04,SPY US 2/11/22 P418 Equity,0.27,418
170,2022-02-04,SPY US 2/11/22 P417 Equity,0.26,417
171,2022-02-04,SPY US 2/11/22 P416 Equity,0.25,416
172,2022-02-04,SPY US 2/11/22 P415 Equity,0.22,415
173,2022-02-04,SPY US 2/11/22 P414 Equity,0.21,414
174,2022-02-04,SPY US 2/11/22 P413 Equity,0.15,413
168,2022-02-04,SPY US 2/11/22 P419 Equity,0.32,419
177,2022-02-11,SPY US 2/18/22 P437 Equity,4.82,437
178,2022-02-11,SPY US 2/18/22 P436 Equity,4.45,436
179,2022-02-11,SPY US 2/18/22 P435 Equity,4.17,435
181,2022-02-11,SPY US 2/18/22 P433 Equity,3.56,433
182,2022-02-11,SPY US 2/18/22 P432 Equity,3.3,432
183,2022-02-11,SPY US 2/18/22 P431 Equity,3.09,431
180,2022-02-11,SPY US 2/18/22 P434 Equity,3.84,434
188,2022-02-11,SPY US 2/18/22 P426 Equity,2.06,426
186,2022-02-11,SPY US 2/18/22 P428 Equity,2.42,428
187,2022-02-11,SPY US 2/18/22 P427 Equity,2.23,427
189,2022-02-11,SPY US 2/18/22 P425 Equity,1.9,425
190,2022-02-11,SPY US 2/18/22 P424 Equity,1.75,424
191,2022-02-11,SPY US 2/18/22 P423 Equity,1.61,423
184,2022-02-11,SPY US 2/18/22 P430 Equity,2.8,430
176,2022-02-11,SPY US 2/18/22 P438 Equity,5.24,438
185,2022-02-11,SPY US 2/18/22 P429 Equity,2.61,429
192,2022-02-11,SPY US 2/18/22 P422 Equity,1.48,422
200,2022-02-11,SPY US 2/18/22 P414 Equity,0.84,414
193,2022-02-11,SPY US 2/18/22 P421 Equity,1.36,421
175,2022-02-11,SPY US 2/18/22 P439 Equity,5.54,439
197,2022-02-11,SPY US 2/18/22 P417 Equity,0.97,417
198,2022-02-11,SPY US 2/18/22 P416 Equity,0.99,416
199,2022-02-11,SPY US 2/18/22 P415 Equity,0.84,415
201,2022-02-11,SPY US 2/18/22 P413 Equity,0.72,413
202,2022-02-11,SPY US 2/18/22 P412 Equity,0.67,412
206,2022-02-11,SPY US 2/18/22 P408 Equity,0.53,408
196,2022-02-11,SPY US 2/18/22 P418 Equity,1.06,418
205,2022-02-11,SPY US 2/18/22 P409 Equity,0.55,409
207,2022-02-11,SPY US 2/18/22 P407 Equity,0.48,407
208,2022-02-11,SPY US 2/18/22 P406 Equity,0.51,406
209,2022-02-11,SPY US 2/18/22 P405 Equity,0.43,405
195,2022-02-11,SPY US 2/18/22 P419 Equity,1.14,419
203,2022-02-11,SPY US 2/18/22 P411 Equity,0.62,411
194,2022-02-11,SPY US 2/18/22 P420 Equity,1.26,420
204,2022-02-11,SPY US 2/18/22 P410 Equity,0.58,410
211,2022-02-18,SPY US 2/25/22 P432 Equity,4.91,432
212,2022-02-18,SPY US 2/25/22 P431 Equity,4.53,431
213,2022-02-18,SPY US 2/25/22 P430 Equity,4.18,430
214,2022-02-18,SPY US 2/25/22 P429 Equity,3.85,429
216,2022-02-18,SPY US 2/25/22 P427 Equity,3.3,427
217,2022-02-18,SPY US 2/25/22 P426 Equity,3.09,426
215,2022-02-18,SPY US 2/25/22 P428 Equity,3.63,428
222,2022-02-18,SPY US 2/25/22 P421 Equity,1.94,421
220,2022-02-18,SPY US 2/25/22 P423 Equity,2.34,423
221,2022-02-18,SPY US 2/25/22 P422 Equity,2.15,422
223,2022-02-18,SPY US 2/25/22 P420 Equity,1.79,420
224,2022-02-18,SPY US 2/25/22 P419 Equity,1.61,419
225,2022-02-18,SPY US 2/25/22 P418 Equity,1.47,418
218,2022-02-18,SPY US 2/25/22 P425 Equity,2.78,425
227,2022-02-18,SPY US 2/25/22 P416 Equity,1.19,416
219,2022-02-18,SPY US 2/25/22 P424 Equity,2.56,424
226,2022-02-18,SPY US 2/25/22 P417 Equity,1.31,417
233,2022-02-18,SPY US 2/25/22 P410 Equity,0.63,410
228,2022-02-18,SPY US 2/25/22 P415 Equity,1.06,415
230,2022-02-18,SPY US 2/25/22 P413 Equity,0.9,413
231,2022-02-18,SPY US 2/25/22 P412 Equity,0.8,412
232,2022-02-18,SPY US 2/25/22 P411 Equity,0.73,411
234,2022-02-18,SPY US 2/25/22 P409 Equity,0.56,409
236,2022-02-18,SPY US 2/25/22 P407 Equity,0.46,407
229,2022-02-18,SPY US 2/25/22 P414 Equity,0.96,414
238,2022-02-18,SPY US 2/25/22 P405 Equity,0.37,405
235,2022-02-18,SPY US 2/25/22 P408 Equity,0.55,408
240,2022-02-18,SPY US 2/25/22 P403 Equity,0.34,403
239,2022-02-18,SPY US 2/25/22 P404 Equity,0.34,404
237,2022-02-18,SPY US 2/25/22 P406 Equity,0.41,406
244,2022-02-18,SPY US 2/25/22 P399 Equity,0.22,399
210,2022-02-18,SPY US 2/25/22 P433 Equity,5.25,433
242,2022-02-18,SPY US 2/25/22 P401 Equity,0.26,401
241,2022-02-18,SPY US 2/25/22 P402 Equity,0.31,402
243,2022-02-18,SPY US 2/25/22 P400 Equity,0.24,400
254,2022-02-25,SPY US 3/4/22 P427 Equity,2.5,427
247,2022-02-25,SPY US 3/4/22 P434 Equity,4.35,434
248,2022-02-25,SPY US 3/4/22 P433 Equity,4.02,433
249,2022-02-25,SPY US 3/4/22 P432 Equity,3.72,432
250,2022-02-25,SPY US 3/4/22 P431 Equity,3.45,431
251,2022-02-25,SPY US 3/4/22 P430 Equity,3.2,430
252,2022-02-25,SPY US 3/4/22 P429 Equity,2.91,429
253,2022-02-25,SPY US 3/4/22 P428 Equity,2.77,428
255,2022-02-25,SPY US 3/4/22 P426 Equity,2.37,426
256,2022-02-25,SPY US 3/4/22 P425 Equity,2.18,425
258,2022-02-25,SPY US 3/4/22 P423 Equity,1.86,423
259,2022-02-25,SPY US 3/4/22 P422 Equity,1.75,422
260,2022-02-25,SPY US 3/4/22 P421 Equity,1.59,421
261,2022-02-25,SPY US 3/4/22 P420 Equity,1.5,420
245,2022-02-25,SPY US 3/4/22 P436 Equity,5.02,436
246,2022-02-25,SPY US 3/4/22 P435 Equity,4.72,435
257,2022-02-25,SPY US 3/4/22 P424 Equity,2.02,424
262,2022-02-25,SPY US 3/4/22 P419 Equity,1.37,419
264,2022-02-25,SPY US 3/4/22 P417 Equity,1.18,417
263,2022-02-25,SPY US 3/4/22 P418 Equity,1.28,418
271,2022-02-25,SPY US 3/4/22 P410 Equity,0.72,410
266,2022-02-25,SPY US 3/4/22 P415 Equity,1.02,415
267,2022-02-25,SPY US 3/4/22 P414 Equity,0.95,414
268,2022-02-25,SPY US 3/4/22 P413 Equity,0.88,413
270,2022-02-25,SPY US 3/4/22 P411 Equity,0.76,411
272,2022-02-25,SPY US 3/4/22 P409 Equity,0.66,409
269,2022-02-25,SPY US 3/4/22 P412 Equity,0.81,412
274,2022-02-25,SPY US 3/4/22 P407 Equity,0.57,407
275,2022-02-25,SPY US 3/4/22 P406 Equity,0.54,406
276,2022-02-25,SPY US 3/4/22 P405 Equity,0.5,405
277,2022-02-25,SPY US 3/4/22 P404 Equity,0.47,404
278,2022-02-25,SPY US 3/4/22 P403 Equity,0.44,403
279,2022-02-25,SPY US 3/4/22 P402 Equity,0.41,402
273,2022-02-25,SPY US 3/4/22 P408 Equity,0.62,408
265,2022-02-25,SPY US 3/4/22 P416 Equity,1.1,416
286,2022-03-04,SPY US 3/11/22 P425 Equity,4.46,425
281,2022-03-04,SPY US 3/11/22 P430 Equity,6.15,430
282,2022-03-04,SPY US 3/11/22 P429 Equity,5.76,429
283,2022-03-04,SPY US 3/11/22 P428 Equity,5.4,428
284,2022-03-04,SPY US 3/11/22 P427 Equity,5.07,427
285,2022-03-04,SPY US 3/11/22 P426 Equity,4.77,426
287,2022-03-04,SPY US 3/11/22 P424 Equity,4.17,424
280,2022-03-04,SPY US 3/11/22 P431 Equity,6.53,431
289,2022-03-04,SPY US 3/11/22 P422 Equity,3.67,422
290,2022-03-04,SPY US 3/11/22 P421 Equity,3.41,421
291,2022-03-04,SPY US 3/11/22 P420 Equity,3.2,420
292,2022-03-04,SPY US 3/11/22 P419 Equity,2.99,419
293,2022-03-04,SPY US 3/11/22 P418 Equity,2.79,418
294,2022-03-04,SPY US 3/11/22 P417 Equity,2.6,417
295,2022-03-04,SPY US 3/11/22 P416 Equity,2.41,416
297,2022-03-04,SPY US 3/11/22 P414 Equity,2.11,414
296,2022-03-04,SPY US 3/11/22 P415 Equity,2.25,415
288,2022-03-04,SPY US 3/11/22 P423 Equity,3.91,423
298,2022-03-04,SPY US 3/11/22 P413 Equity,1.93,413
300,2022-03-04,SPY US 3/11/22 P411 Equity,1.68,411
301,2022-03-04,SPY US 3/11/22 P410 Equity,1.57,410
302,2022-03-04,SPY US 3/11/22 P409 Equity,1.46,409
303,2022-03-04,SPY US 3/11/22 P408 Equity,1.35,408
304,2022-03-04,SPY US 3/11/22 P407 Equity,1.26,407
305,2022-03-04,SPY US 3/11/22 P406 Equity,1.17,406
306,2022-03-04,SPY US 3/11/22 P405 Equity,1.09,405
314,2022-03-04,SPY US 3/11/22 P397 Equity,0.64,397
308,2022-03-04,SPY US 3/11/22 P403 Equity,0.95,403
309,2022-03-04,SPY US 3/11/22 P402 Equity,0.88,402
311,2022-03-04,SPY US 3/11/22 P400 Equity,0.78,400
312,2022-03-04,SPY US 3/11/22 P399 Equity,0.74,399
313,2022-03-04,SPY US 3/11/22 P398 Equity,0.68,398
299,2022-03-04,SPY US 3/11/22 P412 Equity,1.81,412
307,2022-03-04,SPY US 3/11/22 P404 Equity,1.03,404
310,2022-03-04,SPY US 3/11/22 P401 Equity,0.82,401
315,2022-03-11,SPY US 3/18/22 P419 Equity,6.84,419
316,2022-03-11,SPY US 3/18/22 P418 Equity,6.36,418
317,2022-03-11,SPY US 3/18/22 P417 Equity,5.93,417
318,2022-03-11,SPY US 3/18/22 P416 Equity,5.52,416
320,2022-03-11,SPY US 3/18/22 P414 Equity,4.77,414
321,2022-03-11,SPY US 3/18/22 P413 Equity,4.47,413
319,2022-03-11,SPY US 3/18/22 P415 Equity,5.12,415
326,2022-03-11,SPY US 3/18/22 P408 Equity,3.01,408
324,2022-03-11,SPY US 3/18/22 P410 Equity,3.5,410
325,2022-03-11,SPY US 3/18/22 P409 Equity,3.27,409
327,2022-03-11,SPY US 3/18/22 P407 Equity,2.8,407
328,2022-03-11,SPY US 3/18/22 P406 Equity,2.57,406
329,2022-03-11,SPY US 3/18/22 P405 Equity,2.36,405
322,2022-03-11,SPY US 3/18/22 P412 Equity,4.1,412
331,2022-03-11,SPY US 3/18/22 P403 Equity,2.01,403
323,2022-03-11,SPY US 3/18/22 P411 Equity,3.8,411
330,2022-03-11,SPY US 3/18/22 P404 Equity,2.19,404
338,2022-03-11,SPY US 3/18/22 P396 Equity,1.15,396
349,2022-03-11,SPY US 3/18/22 P385 Equity,0.55,385
335,2022-03-11,SPY US 3/18/22 P399 Equity,1.49,399
336,2022-03-11,SPY US 3/18/22 P398 Equity,1.35,398
337,2022-03-11,SPY US 3/18/22 P397 Equity,1.28,397
332,2022-03-11,SPY US 3/18/22 P402 Equity,1.89,402
339,2022-03-11,SPY US 3/18/22 P395 Equity,1.06,395
340,2022-03-11,SPY US 3/18/22 P394 Equity,0.98,394
344,2022-03-11,SPY US 3/18/22 P390 Equity,0.74,390
334,2022-03-11,SPY US 3/18/22 P400 Equity,1.57,400
343,2022-03-11,SPY US 3/18/22 P391 Equity,0.79,391
345,2022-03-11,SPY US 3/18/22 P389 Equity,0.69,389
346,2022-03-11,SPY US 3/18/22 P388 Equity,0.66,388
347,2022-03-11,SPY US 3/18/22 P387 Equity,0.6,387
348,2022-03-11,SPY US 3/18/22 P386 Equity,0.56,386
333,2022-03-11,SPY US 3/18/22 P401 Equity,1.72,401
341,2022-03-11,SPY US 3/18/22 P393 Equity,0.92,393
342,2022-03-11,SPY US 3/18/22 P392 Equity,0.85,392
351,2022-03-18,SPY US 3/25/22 P442 Equity,3.68,442
352,2022-03-18,SPY US 3/25/22 P441 Equity,3.39,441
353,2022-03-18,SPY US 3/25/22 P440 Equity,3.11,440
355,2022-03-18,SPY US 3/25/22 P438 Equity,2.59,438
356,2022-03-18,SPY US 3/25/22 P437 Equity,2.38,437
357,2022-03-18,SPY US 3/25/22 P436 Equity,2.17,436
354,2022-03-18,SPY US 3/25/22 P439 Equity,2.79,439
362,2022-03-18,SPY US 3/25/22 P431 Equity,1.42,431
360,2022-03-18,SPY US 3/25/22 P433 Equity,1.67,433
361,2022-03-18,SPY US 3/25/22 P432 Equity,1.53,432
363,2022-03-18,SPY US 3/25/22 P430 Equity,1.27,430
364,2022-03-18,SPY US 3/25/22 P429 Equity,1.18,429
365,2022-03-18,SPY US 3/25/22 P428 Equity,1.04,428
358,2022-03-18,SPY US 3/25/22 P435 Equity,1.99,435
350,2022-03-18,SPY US 3/25/22 P443 Equity,4.04,443
359,2022-03-18,SPY US 3/25/22 P434 Equity,1.82,434
367,2022-03-18,SPY US 3/25/22 P426 Equity,0.87,426
380,2022-03-18,SPY US 3/25/22 P413 Equity,0.34,413
375,2022-03-18,SPY US 3/25/22 P418 Equity,0.43,418
366,2022-03-18,SPY US 3/25/22 P427 Equity,0.95,427
370,2022-03-18,SPY US 3/25/22 P423 Equity,0.67,423
371,2022-03-18,SPY US 3/25/22 P422 Equity,0.61,422
372,2022-03-18,SPY US 3/25/22 P421 Equity,0.56,421
373,2022-03-18,SPY US 3/25/22 P420 Equity,0.52,420
376,2022-03-18,SPY US 3/25/22 P417 Equity,0.39,417
384,2022-03-18,SPY US 3/25/22 P409 Equity,0.26,409
374,2022-03-18,SPY US 3/25/22 P419 Equity,0.47,419
379,2022-03-18,SPY US 3/25/22 P414 Equity,0.32,414
369,2022-03-18,SPY US 3/25/22 P424 Equity,0.73,424
381,2022-03-18,SPY US 3/25/22 P412 Equity,0.27,412
382,2022-03-18,SPY US 3/25/22 P411 Equity,0.26,411
383,2022-03-18,SPY US 3/25/22 P410 Equity,0.25,410
