Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-04-03 00:00:00-04:00,38.40706851408354,38.53366486560128,38.29021234372369,38.504451751708984,19637700,0.0,0.0,0.0
2023-04-04 00:00:00-04:00,38.43628534276652,38.53366486560128,38.319425457615985,38.504451751708984,31518500,0.0,0.0,0.0
2023-04-05 00:00:00-04:00,38.42654775838475,38.455764589042126,38.06623904179849,38.202571868896484,35785500,0.0,0.0,0.0
2023-04-06 00:00:00-04:00,38.11492683825599,38.43628595535568,38.007807132556096,38.35837936401367,22277700,0.0,0.0,0.0
2023-04-10 00:00:00-04:00,38.241525574887376,38.407071519619365,38.17335916061056,38.397335052490234,20271700,0.0,0.0,0.0
2023-04-11 00:00:00-04:00,38.728429537598046,38.79659594990504,38.61157336147047,38.631046295166016,23177000,0.0,0.0,0.0
2023-04-12 00:00:00-04:00,38.75764135766464,38.78685818681326,38.280476487462394,38.35837936401367,30341900,0.0,0.0,0.0
2023-04-13 00:00:00-04:00,38.8063326024589,38.95240560941054,38.76738302009056,38.884239196777344,28752600,0.0,0.0,0.0
2023-04-14 00:00:00-04:00,38.70895402195083,38.87449996674379,38.494714597121394,38.67974090576172,26673200,0.0,0.0,0.0
2023-04-17 00:00:00-04:00,38.83554704200579,38.903713450442666,38.68947404404641,38.84528350830078,26173500,0.0,0.0,0.0
2023-04-18 00:00:00-04:00,38.91345270496571,38.962142469510674,38.69921699800968,38.79659652709961,23990600,0.0,0.0,0.0
2023-04-19 00:00:00-04:00,38.348643929623826,38.45576363820679,38.270737336185,38.40707015991211,25851700,0.0,0.0,0.0
2023-04-20 00:00:00-04:00,38.35838072345925,38.58235660931928,38.23178436543719,38.3486442565918,29763400,0.0,0.0,0.0
2023-04-21 00:00:00-04:00,38.01754767048714,38.037024318505345,37.77409514244579,37.98833084106445,26632600,0.0,0.0,0.0
2023-04-24 00:00:00-04:00,37.90068817138672,37.95911811604104,37.774095530155236,37.90068817138672,19963200,0.0,0.0,0.0
2023-04-25 00:00:00-04:00,37.39431084439092,37.423523959844154,37.13138166093925,37.1898078918457,31095100,0.0,0.0,0.0
2023-04-26 00:00:00-04:00,37.64750146503226,37.67671458174167,37.37483580296832,37.404048919677734,45521300,0.0,0.0,0.0
2023-04-27 00:00:00-04:00,37.61828480952085,37.959116855038246,37.579331514378666,37.91042709350586,23496200,0.0,0.0,0.0
2023-04-28 00:00:00-04:00,37.92016398051721,38.13440339138494,37.90068733273008,38.10519027709961,22481000,0.0,0.0,0.0
2023-05-01 00:00:00-04:00,37.94938261796518,38.24152491911194,37.92990596924994,37.97859573364258,16797000,0.0,0.0,0.0
2023-05-02 00:00:00-04:00,37.83252310095397,37.83252310095397,37.47221438312524,37.60854721069336,24041500,0.0,0.0,0.0
2023-05-03 00:00:00-04:00,37.647500837976494,37.80331031581659,37.520904476359235,37.55012130737305,18827800,0.0,0.0,0.0
2023-05-04 00:00:00-04:00,37.86173755672699,37.97859372805654,37.76435431829345,37.85199737548828,29417100,0.0,0.0,0.0
2023-05-05 00:00:00-04:00,38.02728378039159,38.38759247837156,37.968857551675825,38.35837936401367,18248200,0.0,0.0,0.0
2023-05-08 00:00:00-04:00,38.49471338411714,38.51419003255982,38.309690796098025,38.37785720825195,19721300,0.0,0.0,0.0
2023-05-09 00:00:00-04:00,37.988332674006244,38.17335898171131,37.9493830908813,38.144142150878906,17294900,0.0,0.0,0.0
2023-05-10 00:00:00-04:00,38.10519147293953,38.231784115342606,37.920165170550526,38.12466812133789,22410300,0.0,0.0,0.0
2023-05-11 00:00:00-04:00,37.79357179046399,37.99807102246894,37.68645208375927,37.98833084106445,34620300,0.0,0.0,0.0
2023-05-12 00:00:00-04:00,37.72540486681824,37.73514133329956,37.462475694333904,37.54037857055664,32788900,0.0,0.0,0.0
2023-05-15 00:00:00-04:00,37.939642518774136,38.28047829984615,37.82278634101932,38.23178482055664,28911000,0.0,0.0,0.0
2023-05-16 00:00:00-04:00,37.9688580708506,38.124667540874384,37.939641241302475,37.9591178894043,24887200,0.0,0.0,0.0
2023-05-17 00:00:00-04:00,37.95911711421381,38.183092990624594,37.89095070464491,38.134403228759766,24358200,0.0,0.0,0.0
2023-05-18 00:00:00-04:00,37.98833116751005,38.007807815695614,37.7643552855622,37.92990493774414,30378900,0.0,0.0,0.0
2023-05-19 00:00:00-04:00,38.02728430036528,38.06623759656892,37.8812150117878,37.9591178894043,26847500,0.0,0.0,0.0
2023-05-22 00:00:00-04:00,38.23178339826982,38.43628634522154,38.23178339826982,38.27073669433594,30254000,0.0,0.0,0.0
2023-05-23 00:00:00-04:00,37.92990474647766,38.02728427212365,37.65723538804546,37.67671203613281,43844500,0.0,0.0,0.0
2023-05-24 00:00:00-04:00,37.63776252693126,37.65723546026518,37.374833349433885,37.394309997558594,31559600,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,37.50142501549302,37.50142501549302,37.24823602603312,37.316402435302734,28492700,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,37.64750013506534,38.04676214675046,37.64750013506534,37.97859573364258,24941700,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,37.88121433405443,37.89095080053574,37.4332588653085,37.54037857055664,25536900,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,37.238501370655584,37.24823783754304,36.917142241506575,37.1898078918457,35917900,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,37.24823615636314,37.87147402317499,37.22875950867643,37.85199737548828,32875300,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,38.46549845665881,38.60183127454375,38.455761990291606,38.504451751708984,53716400,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,38.39733330357011,38.51418947775195,38.31942671092168,38.494712829589844,16947400,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,38.41680975452019,38.88423816363883,38.37785645839594,38.835548400878906,35447700,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,38.825738934980635,39.031840283496386,38.60982109716773,38.66870880126953,44313300,0.31,0.0,0.0
2023-06-08 00:00:00-04:00,38.698148345719304,38.982766615123644,38.68833185704,38.94350814819336,26886800,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,39.09072480086056,39.3066388771781,39.08090831236366,39.12016677856445,22199200,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,39.139796920909845,39.24775583352328,39.08090922024066,39.19868087768555,25267100,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,39.62070098177366,39.718847151889996,39.48330008750436,39.59125900268555,35053100,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,39.601070513114756,39.97401846014236,39.58144502359693,39.88568878173828,37898300,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,40.081977118916484,40.27826570789674,40.003460185767004,40.258636474609375,36328400,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,40.32734005821608,40.32734005821608,40.01327978895885,40.121238708496094,40001500,0.0,0.0,0.0
