Date,AAPL,AMZN,EEM,GLD,JNJ,JPM,SPY,TSLA
2023-01-03 00:00:00-05:00,124.21630859375,85.81999969482422,37.21902847290039,171.05999755859375,171.63885498046875,129.6484832763672,373.956787109375,108.0999984741211
2023-01-04 00:00:00-05:00,125.49749755859376,85.13999938964844,38.338905334472656,172.6699981689453,173.50753784179688,130.85748291015625,376.8438415527344,113.63999938964844
2023-01-05 00:00:00-05:00,124.1666488647461,83.12000274658203,38.222049713134766,170.52000427246094,172.22642517089844,130.82847595214844,372.5427551269531,110.33999633789062
2023-01-06 00:00:00-05:00,128.7352294921875,86.08000183105469,39.02057266235352,173.7100067138672,173.6231231689453,133.33197021484375,381.0859680175781,113.05999755859376
2023-01-09 00:00:00-05:00,129.2615966796875,87.36000061035156,39.31271743774414,174.10000610351562,169.12481689453125,132.78102111816406,380.8699035644531,119.7699966430664
2023-01-10 00:00:00-05:00,129.837646484375,89.87000274658203,39.595123291015625,174.74000549316406,168.7202606201172,133.96990966796875,383.5408935546875,118.8499984741211
2023-01-11 00:00:00-05:00,132.57882690429688,95.08999633789062,39.76066970825195,174.6199951171875,168.4505615234375,134.96548461914062,388.391845703125,123.22000122070312
2023-01-12 00:00:00-05:00,132.49937438964844,95.2699966430664,39.9554328918457,176.63999938964844,167.60289001464844,134.83018493652344,389.805908203125,123.55999755859376
2023-01-13 00:00:00-05:00,133.84014892578125,98.12000274658205,40.218360900878906,178.75999450683594,167.05386352539062,138.2325897216797,391.3181457519531,122.4000015258789
2023-01-17 00:00:00-05:00,135.01210021972656,96.0500030517578,39.994380950927734,177.58999633789062,166.023193359375,136.09642028808594,390.601318359375,131.49000549316406
2023-01-18 00:00:00-05:00,134.28709411621094,95.45999908447266,39.721717834472656,177.0800018310547,163.5187530517578,132.0077362060547,384.4344482421875,128.77999877929688
2023-01-19 00:00:00-05:00,134.3466796875,93.68000030517578,40.02359771728515,179.88999938964844,163.2972412109375,130.24851989746094,381.6358947753906,127.16999816894533
2023-01-20 00:00:00-05:00,136.9289093017578,97.25,40.6370964050293,179.2899932861328,162.5363006591797,130.56748962402344,388.7454223632813,133.4199981689453
2023-01-23 00:00:00-05:00,140.1468048095703,97.5199966430664,40.92924118041992,179.6300048828125,162.12208557128906,132.68434143066406,393.4097595214844,143.75
2023-01-24 00:00:00-05:00,141.55711364746094,96.31999969482422,40.958457946777344,180.27999877929688,162.12208557128906,133.82492065429688,392.987548828125,143.88999938964844
2023-01-25 00:00:00-05:00,140.89170837402344,97.18000030517578,40.997406005859375,181.11000061035156,163.2779541015625,134.4725341796875,393.13482666015625,144.42999267578125
2023-01-26 00:00:00-05:00,142.9773712158203,99.22000122070312,41.386932373046875,179.47000122070312,162.68075561523438,135.30380249023438,397.45550537109375,160.27000427246094
2023-01-27 00:00:00-05:00,144.9339141845703,102.23999786376952,41.192169189453125,179.22000122070312,162.04502868652344,135.63246154785156,398.3687744140625,177.89999389648438
2023-01-30 00:00:00-05:00,142.02392578125,100.5500030517578,40.36443328857422,178.75999450683594,156.04408264160156,134.48220825195312,393.3704833984375,166.66000366210938
2023-01-31 00:00:00-05:00,143.3050994873047,103.12999725341795,40.27678680419922,179.41000366210938,157.411865234375,135.2845001220703,399.15435791015625,173.22000122070312
2023-02-01 00:00:00-05:00,144.43731689453125,105.1500015258789,40.77342987060547,181.6699981689453,158.8567352294922,134.92681884765625,403.396484375,181.41000366210935
2023-02-02 00:00:00-05:00,149.7905731201172,112.91000366210938,40.52997589111328,177.89999389648438,159.45391845703125,134.29855346679688,409.2687072753906,188.27000427246097
2023-02-03 00:00:00-05:00,153.44541931152344,103.38999938964844,39.80936050415039,173.4600067138672,158.55812072753906,136.37673950195312,404.9185791015625,189.97999572753903
